code,parent_code,parent_name,top_letter,top_name,descriptor_bare,descriptor_prefixed
A10,A1,General Economics,A,General Economics and Teaching,General,General Economics: General
A11,A1,General Economics,A,General Economics and Teaching,Role of Economics; Role of Economists; Market for Economists,General Economics: Role of Economics; Role of Economists; Market for Economists
A12,A1,General Economics,A,General Economics and Teaching,Relation of Economics to Other Disciplines,General Economics: Relation of Economics to Other Disciplines
A13,A1,General Economics,A,General Economics and Teaching,Relation of Economics to Social Values,General Economics: Relation of Economics to Social Values
A14,A1,General Economics,A,General Economics and Teaching,Sociology of Economics,General Economics: Sociology of Economics
A19,A1,General Economics,A,General Economics and Teaching,Other,General Economics: Other
A20,A2,Economic Education and Teaching of Economics,A,General Economics and Teaching,General,Economic Education and Teaching of Economics: General
A21,A2,Economic Education and Teaching of Economics,A,General Economics and Teaching,Pre-college,Economic Education and Teaching of Economics: Pre-college
A22,A2,Economic Education and Teaching of Economics,A,General Economics and Teaching,Undergraduate,Economic Education and Teaching of Economics: Undergraduate
A23,A2,Economic Education and Teaching of Economics,A,General Economics and Teaching,Graduate,Economic Education and Teaching of Economics: Graduate
A29,A2,Economic Education and Teaching of Economics,A,General Economics and Teaching,Other,Economic Education and Teaching of Economics: Other
A30,A3,Collective Works,A,General Economics and Teaching,General,Collective Works: General
A31,A3,Collective Works,A,General Economics and Teaching,Collected Writings of Individuals,Collective Works: Collected Writings of Individuals
A32,A3,Collective Works,A,General Economics and Teaching,Collective Volumes,Collective Works: Collective Volumes
A33,A3,Collective Works,A,General Economics and Teaching,Handbooks,Collective Works: Handbooks
A39,A3,Collective Works,A,General Economics and Teaching,Other,Collective Works: Other
B00,B0,,B,"History of Economic Thought, Methodology, and Heterodox Approaches",General,General
B10,B1,History of Economic Thought through 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",General,History of Economic Thought through 1925: General
B11,B1,History of Economic Thought through 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches","Preclassical (Ancient, Medieval, Mercantilist, Physiocratic)","History of Economic Thought through 1925: Preclassical (Ancient, Medieval, Mercantilist, Physiocratic)"
B12,B1,History of Economic Thought through 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Classical (includes Adam Smith),History of Economic Thought through 1925: Classical (includes Adam Smith)
B13,B1,History of Economic Thought through 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches","Neoclassical through 1925 (Austrian, Marshallian, Walrasian, Wicksellian)","History of Economic Thought through 1925: Neoclassical through 1925 (Austrian, Marshallian, Walrasian, Wicksellian)"
B14,B1,History of Economic Thought through 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Socialist; Marxist,History of Economic Thought through 1925: Socialist; Marxist
B15,B1,History of Economic Thought through 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Historical; Institutional; Evolutionary,History of Economic Thought through 1925: Historical; Institutional; Evolutionary
B16,B1,History of Economic Thought through 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Quantitative and Mathematical,History of Economic Thought through 1925: Quantitative and Mathematical
B17,B1,History of Economic Thought through 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",International Trade and Finance,History of Economic Thought through 1925: International Trade and Finance
B19,B1,History of Economic Thought through 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Other,History of Economic Thought through 1925: Other
B20,B2,History of Economic Thought since 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",General,History of Economic Thought since 1925: General
B21,B2,History of Economic Thought since 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Microeconomics,History of Economic Thought since 1925: Microeconomics
B22,B2,History of Economic Thought since 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Macroeconomics,History of Economic Thought since 1925: Macroeconomics
B23,B2,History of Economic Thought since 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Econometrics; Quantitative and Mathematical Studies,History of Economic Thought since 1925: Econometrics; Quantitative and Mathematical Studies
B24,B2,History of Economic Thought since 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Socialist; Marxist; Sraffian,History of Economic Thought since 1925: Socialist; Marxist; Sraffian
B25,B2,History of Economic Thought since 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Historical; Institutional; Evolutionary; Austrian; Stockholm School,History of Economic Thought since 1925: Historical; Institutional; Evolutionary; Austrian; Stockholm School
B26,B2,History of Economic Thought since 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Financial Economics,History of Economic Thought since 1925: Financial Economics
B27,B2,History of Economic Thought since 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",International Trade and Finance,History of Economic Thought since 1925: International Trade and Finance
B29,B2,History of Economic Thought since 1925,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Other,History of Economic Thought since 1925: Other
B30,B3,History of Economic Thought: Individuals,B,"History of Economic Thought, Methodology, and Heterodox Approaches",General,History of Economic Thought: Individuals: General
B31,B3,History of Economic Thought: Individuals,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Individuals,History of Economic Thought: Individuals: Individuals
B32,B3,History of Economic Thought: Individuals,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Obituaries,History of Economic Thought: Individuals: Obituaries
B40,B4,Economic Methodology,B,"History of Economic Thought, Methodology, and Heterodox Approaches",General,Economic Methodology: General
B41,B4,Economic Methodology,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Economic Methodology,Economic Methodology: Economic Methodology
B49,B4,Economic Methodology,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Other,Economic Methodology: Other
B50,B5,Current Heterodox Approaches,B,"History of Economic Thought, Methodology, and Heterodox Approaches",General,Current Heterodox Approaches: General
B51,B5,Current Heterodox Approaches,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Socialist; Marxian; Sraffian,Current Heterodox Approaches: Socialist; Marxian; Sraffian
B52,B5,Current Heterodox Approaches,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Historical; Institutional; Evolutionary; Modern Monetary Theory,Current Heterodox Approaches: Historical; Institutional; Evolutionary; Modern Monetary Theory
B53,B5,Current Heterodox Approaches,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Austrian,Current Heterodox Approaches: Austrian
B54,B5,Current Heterodox Approaches,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Feminist Economics,Current Heterodox Approaches: Feminist Economics
B55,B5,Current Heterodox Approaches,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Social Economics,Current Heterodox Approaches: Social Economics
B59,B5,Current Heterodox Approaches,B,"History of Economic Thought, Methodology, and Heterodox Approaches",Other,Current Heterodox Approaches: Other
C00,C0,,C,Mathematical and Quantitative Methods,General,General
C01,C0,,C,Mathematical and Quantitative Methods,Econometrics,Econometrics
C02,C0,,C,Mathematical and Quantitative Methods,Mathematical Methods,Mathematical Methods
C10,C1,Econometric and Statistical Methods and Methodology: General,C,Mathematical and Quantitative Methods,General,Econometric and Statistical Methods and Methodology: General: General
C11,C1,Econometric and Statistical Methods and Methodology: General,C,Mathematical and Quantitative Methods,Bayesian Analysis: General,Econometric and Statistical Methods and Methodology: General: Bayesian Analysis: General
C12,C1,Econometric and Statistical Methods and Methodology: General,C,Mathematical and Quantitative Methods,Hypothesis Testing: General,Econometric and Statistical Methods and Methodology: General: Hypothesis Testing: General
C13,C1,Econometric and Statistical Methods and Methodology: General,C,Mathematical and Quantitative Methods,Estimation: General,Econometric and Statistical Methods and Methodology: General: Estimation: General
C14,C1,Econometric and Statistical Methods and Methodology: General,C,Mathematical and Quantitative Methods,Semiparametric and Nonparametric Methods: General,Econometric and Statistical Methods and Methodology: General: Semiparametric and Nonparametric Methods: General
C15,C1,Econometric and Statistical Methods and Methodology: General,C,Mathematical and Quantitative Methods,Statistical Simulation Methods: General,Econometric and Statistical Methods and Methodology: General: Statistical Simulation Methods: General
C18,C1,Econometric and Statistical Methods and Methodology: General,C,Mathematical and Quantitative Methods,Methodological Issues: General,Econometric and Statistical Methods and Methodology: General: Methodological Issues: General
C19,C1,Econometric and Statistical Methods and Methodology: General,C,Mathematical and Quantitative Methods,Other,Econometric and Statistical Methods and Methodology: General: Other
C20,C2,Single Equation Models; Single Variables,C,Mathematical and Quantitative Methods,General,Single Equation Models; Single Variables: General
C21,C2,Single Equation Models; Single Variables,C,Mathematical and Quantitative Methods,Cross-Sectional Models; Spatial Models; Treatment Effect Models; Quantile Regressions,Single Equation Models; Single Variables: Cross-Sectional Models; Spatial Models; Treatment Effect Models; Quantile Regressions
C22,C2,Single Equation Models; Single Variables,C,Mathematical and Quantitative Methods,Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes,Single Equation Models; Single Variables: Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes
C23,C2,Single Equation Models; Single Variables,C,Mathematical and Quantitative Methods,Panel Data Models; Spatio-temporal Models,Single Equation Models; Single Variables: Panel Data Models; Spatio-temporal Models
C24,C2,Single Equation Models; Single Variables,C,Mathematical and Quantitative Methods,Truncated and Censored Models; Switching Regression Models; Threshold Regression Models,Single Equation Models; Single Variables: Truncated and Censored Models; Switching Regression Models; Threshold Regression Models
C25,C2,Single Equation Models; Single Variables,C,Mathematical and Quantitative Methods,Discrete Regression and Qualitative Choice Models; Discrete Regressors; Proportions; Probabilities,Single Equation Models; Single Variables: Discrete Regression and Qualitative Choice Models; Discrete Regressors; Proportions; Probabilities
C26,C2,Single Equation Models; Single Variables,C,Mathematical and Quantitative Methods,Instrumental Variables (IV) Estimation,Single Equation Models; Single Variables: Instrumental Variables (IV) Estimation
C29,C2,Single Equation Models; Single Variables,C,Mathematical and Quantitative Methods,Other,Single Equation Models; Single Variables: Other
C30,C3,Multiple or Simultaneous Equation Models; Multiple Variables,C,Mathematical and Quantitative Methods,General,Multiple or Simultaneous Equation Models; Multiple Variables: General
C31,C3,Multiple or Simultaneous Equation Models; Multiple Variables,C,Mathematical and Quantitative Methods,Cross-Sectional Models; Spatial Models; Treatment Effect Models; Quantile Regressions; Social Interaction Models,Multiple or Simultaneous Equation Models; Multiple Variables: Cross-Sectional Models; Spatial Models; Treatment Effect Models; Quantile Regressions; Social Interaction Models
C32,C3,Multiple or Simultaneous Equation Models; Multiple Variables,C,Mathematical and Quantitative Methods,Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes; State Space Models,Multiple or Simultaneous Equation Models; Multiple Variables: Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes; State Space Models
C33,C3,Multiple or Simultaneous Equation Models; Multiple Variables,C,Mathematical and Quantitative Methods,Panel Data Models; Spatio-temporal Models,Multiple or Simultaneous Equation Models; Multiple Variables: Panel Data Models; Spatio-temporal Models
C34,C3,Multiple or Simultaneous Equation Models; Multiple Variables,C,Mathematical and Quantitative Methods,Truncated and Censored Models; Switching Regression Models,Multiple or Simultaneous Equation Models; Multiple Variables: Truncated and Censored Models; Switching Regression Models
C35,C3,Multiple or Simultaneous Equation Models; Multiple Variables,C,Mathematical and Quantitative Methods,Discrete Regression and Qualitative Choice Models; Discrete Regressors; Proportions,Multiple or Simultaneous Equation Models; Multiple Variables: Discrete Regression and Qualitative Choice Models; Discrete Regressors; Proportions
C36,C3,Multiple or Simultaneous Equation Models; Multiple Variables,C,Mathematical and Quantitative Methods,Instrumental Variables (IV) Estimation,Multiple or Simultaneous Equation Models; Multiple Variables: Instrumental Variables (IV) Estimation
C38,C3,Multiple or Simultaneous Equation Models; Multiple Variables,C,Mathematical and Quantitative Methods,Classification Methods; Cluster Analysis; Principal Components; Factor Models,Multiple or Simultaneous Equation Models; Multiple Variables: Classification Methods; Cluster Analysis; Principal Components; Factor Models
C39,C3,Multiple or Simultaneous Equation Models; Multiple Variables,C,Mathematical and Quantitative Methods,Other,Multiple or Simultaneous Equation Models; Multiple Variables: Other
C40,C4,Econometric and Statistical Methods: Special Topics,C,Mathematical and Quantitative Methods,General,Econometric and Statistical Methods: Special Topics: General
C41,C4,Econometric and Statistical Methods: Special Topics,C,Mathematical and Quantitative Methods,Duration Analysis; Optimal Timing Strategies,Econometric and Statistical Methods: Special Topics: Duration Analysis; Optimal Timing Strategies
C43,C4,Econometric and Statistical Methods: Special Topics,C,Mathematical and Quantitative Methods,Index Numbers and Aggregation,Econometric and Statistical Methods: Special Topics: Index Numbers and Aggregation
C44,C4,Econometric and Statistical Methods: Special Topics,C,Mathematical and Quantitative Methods,Operations Research; Statistical Decision Theory,Econometric and Statistical Methods: Special Topics: Operations Research; Statistical Decision Theory
C45,C4,Econometric and Statistical Methods: Special Topics,C,Mathematical and Quantitative Methods,Neural Networks and Related Topics,Econometric and Statistical Methods: Special Topics: Neural Networks and Related Topics
C46,C4,Econometric and Statistical Methods: Special Topics,C,Mathematical and Quantitative Methods,Specific Distributions; Specific Statistics,Econometric and Statistical Methods: Special Topics: Specific Distributions; Specific Statistics
C49,C4,Econometric and Statistical Methods: Special Topics,C,Mathematical and Quantitative Methods,Other,Econometric and Statistical Methods: Special Topics: Other
C50,C5,Econometric Modeling,C,Mathematical and Quantitative Methods,General,Econometric Modeling: General
C51,C5,Econometric Modeling,C,Mathematical and Quantitative Methods,Model Construction and Estimation,Econometric Modeling: Model Construction and Estimation
C52,C5,Econometric Modeling,C,Mathematical and Quantitative Methods,"Model Evaluation, Validation, and Selection","Econometric Modeling: Model Evaluation, Validation, and Selection"
C53,C5,Econometric Modeling,C,Mathematical and Quantitative Methods,Forecasting and Prediction Methods; Simulation Methods,Econometric Modeling: Forecasting and Prediction Methods; Simulation Methods
C54,C5,Econometric Modeling,C,Mathematical and Quantitative Methods,Quantitative Policy Modeling,Econometric Modeling: Quantitative Policy Modeling
C55,C5,Econometric Modeling,C,Mathematical and Quantitative Methods,Large Data Sets: Modeling and Analysis,Econometric Modeling: Large Data Sets: Modeling and Analysis
C57,C5,Econometric Modeling,C,Mathematical and Quantitative Methods,Econometrics of Games and Auctions,Econometric Modeling: Econometrics of Games and Auctions
C58,C5,Econometric Modeling,C,Mathematical and Quantitative Methods,Financial Econometrics,Econometric Modeling: Financial Econometrics
C59,C5,Econometric Modeling,C,Mathematical and Quantitative Methods,Other,Econometric Modeling: Other
C60,C6,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling,C,Mathematical and Quantitative Methods,General,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling: General
C61,C6,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling,C,Mathematical and Quantitative Methods,Optimization Techniques; Programming Models; Dynamic Analysis,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling: Optimization Techniques; Programming Models; Dynamic Analysis
C62,C6,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling,C,Mathematical and Quantitative Methods,Existence and Stability Conditions of Equilibrium,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling: Existence and Stability Conditions of Equilibrium
C63,C6,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling,C,Mathematical and Quantitative Methods,Computational Techniques; Simulation Modeling,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling: Computational Techniques; Simulation Modeling
C65,C6,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling,C,Mathematical and Quantitative Methods,Miscellaneous Mathematical Tools,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling: Miscellaneous Mathematical Tools
C67,C6,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling,C,Mathematical and Quantitative Methods,Input–Output Models,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling: Input–Output Models
C68,C6,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling,C,Mathematical and Quantitative Methods,Computable General Equilibrium Models,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling: Computable General Equilibrium Models
C69,C6,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling,C,Mathematical and Quantitative Methods,Other,Mathematical Methods; Programming Models; Mathematical and Simulation Modeling: Other
C70,C7,Game Theory and Bargaining Theory,C,Mathematical and Quantitative Methods,General,Game Theory and Bargaining Theory: General
C71,C7,Game Theory and Bargaining Theory,C,Mathematical and Quantitative Methods,Cooperative Games,Game Theory and Bargaining Theory: Cooperative Games
C72,C7,Game Theory and Bargaining Theory,C,Mathematical and Quantitative Methods,Noncooperative Games,Game Theory and Bargaining Theory: Noncooperative Games
C73,C7,Game Theory and Bargaining Theory,C,Mathematical and Quantitative Methods,Stochastic and Dynamic Games; Evolutionary Games; Repeated Games,Game Theory and Bargaining Theory: Stochastic and Dynamic Games; Evolutionary Games; Repeated Games
C78,C7,Game Theory and Bargaining Theory,C,Mathematical and Quantitative Methods,Bargaining Theory; Matching Theory,Game Theory and Bargaining Theory: Bargaining Theory; Matching Theory
C79,C7,Game Theory and Bargaining Theory,C,Mathematical and Quantitative Methods,Other,Game Theory and Bargaining Theory: Other
C80,C8,Data Collection and Data Estimation Methodology; Computer Programs,C,Mathematical and Quantitative Methods,General,Data Collection and Data Estimation Methodology; Computer Programs: General
C81,C8,Data Collection and Data Estimation Methodology; Computer Programs,C,Mathematical and Quantitative Methods,"Methodology for Collecting, Estimating, and Organizing Microeconomic Data; Data Access","Data Collection and Data Estimation Methodology; Computer Programs: Methodology for Collecting, Estimating, and Organizing Microeconomic Data; Data Access"
C82,C8,Data Collection and Data Estimation Methodology; Computer Programs,C,Mathematical and Quantitative Methods,"Methodology for Collecting, Estimating, and Organizing Macroeconomic Data; Data Access","Data Collection and Data Estimation Methodology; Computer Programs: Methodology for Collecting, Estimating, and Organizing Macroeconomic Data; Data Access"
C83,C8,Data Collection and Data Estimation Methodology; Computer Programs,C,Mathematical and Quantitative Methods,Survey Methods; Sampling Methods,Data Collection and Data Estimation Methodology; Computer Programs: Survey Methods; Sampling Methods
C87,C8,Data Collection and Data Estimation Methodology; Computer Programs,C,Mathematical and Quantitative Methods,Econometric Software,Data Collection and Data Estimation Methodology; Computer Programs: Econometric Software
C88,C8,Data Collection and Data Estimation Methodology; Computer Programs,C,Mathematical and Quantitative Methods,Other Computer Software,Data Collection and Data Estimation Methodology; Computer Programs: Other Computer Software
C89,C8,Data Collection and Data Estimation Methodology; Computer Programs,C,Mathematical and Quantitative Methods,Other,Data Collection and Data Estimation Methodology; Computer Programs: Other
C90,C9,Design of Experiments,C,Mathematical and Quantitative Methods,General,Design of Experiments: General
C91,C9,Design of Experiments,C,Mathematical and Quantitative Methods,"Laboratory, Individual Behavior","Design of Experiments: Laboratory, Individual Behavior"
C92,C9,Design of Experiments,C,Mathematical and Quantitative Methods,"Laboratory, Group Behavior","Design of Experiments: Laboratory, Group Behavior"
C93,C9,Design of Experiments,C,Mathematical and Quantitative Methods,Field Experiments,Design of Experiments: Field Experiments
C99,C9,Design of Experiments,C,Mathematical and Quantitative Methods,Other,Design of Experiments: Other
D00,D0,,D,Microeconomics,General,General
D01,D0,,D,Microeconomics,Microeconomic Behavior: Underlying Principles,Microeconomic Behavior: Underlying Principles
D02,D0,,D,Microeconomics,"Institutions: Design, Formation, Operations, and Impact","Institutions: Design, Formation, Operations, and Impact"
D04,D0,,D,Microeconomics,"Microeconomic Policy: Formulation, Implementation, and Evaluation","Microeconomic Policy: Formulation, Implementation, and Evaluation"
D10,D1,Household Behavior and Family Economics,D,Microeconomics,General,Household Behavior and Family Economics: General
D11,D1,Household Behavior and Family Economics,D,Microeconomics,Consumer Economics: Theory,Household Behavior and Family Economics: Consumer Economics: Theory
D12,D1,Household Behavior and Family Economics,D,Microeconomics,Consumer Economics: Empirical Analysis,Household Behavior and Family Economics: Consumer Economics: Empirical Analysis
D13,D1,Household Behavior and Family Economics,D,Microeconomics,Household Production and Intrahousehold Allocation,Household Behavior and Family Economics: Household Production and Intrahousehold Allocation
D14,D1,Household Behavior and Family Economics,D,Microeconomics,Household Saving; Personal Finance,Household Behavior and Family Economics: Household Saving; Personal Finance
D15,D1,Household Behavior and Family Economics,D,Microeconomics,Intertemporal Household Choice; Life Cycle Models and Saving,Household Behavior and Family Economics: Intertemporal Household Choice; Life Cycle Models and Saving
D16,D1,Household Behavior and Family Economics,D,Microeconomics,Collaborative Consumption,Household Behavior and Family Economics: Collaborative Consumption
D18,D1,Household Behavior and Family Economics,D,Microeconomics,Consumer Protection,Household Behavior and Family Economics: Consumer Protection
D19,D1,Household Behavior and Family Economics,D,Microeconomics,Other,Household Behavior and Family Economics: Other
D20,D2,Production and Organizations,D,Microeconomics,General,Production and Organizations: General
D21,D2,Production and Organizations,D,Microeconomics,Firm Behavior: Theory,Production and Organizations: Firm Behavior: Theory
D22,D2,Production and Organizations,D,Microeconomics,Firm Behavior: Empirical Analysis,Production and Organizations: Firm Behavior: Empirical Analysis
D23,D2,Production and Organizations,D,Microeconomics,Organizational Behavior; Transaction Costs; Property Rights,Production and Organizations: Organizational Behavior; Transaction Costs; Property Rights
D24,D2,Production and Organizations,D,Microeconomics,"Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity","Production and Organizations: Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity"
D25,D2,Production and Organizations,D,Microeconomics,"Intertemporal Firm Choice: Investment, Capacity, and Financing","Production and Organizations: Intertemporal Firm Choice: Investment, Capacity, and Financing"
D26,D2,Production and Organizations,D,Microeconomics,Crowd-Based Firms,Production and Organizations: Crowd-Based Firms
D29,D2,Production and Organizations,D,Microeconomics,Other,Production and Organizations: Other
D30,D3,Distribution,D,Microeconomics,General,Distribution: General
D31,D3,Distribution,D,Microeconomics,"Personal Income, Wealth, and Their Distributions","Distribution: Personal Income, Wealth, and Their Distributions"
D33,D3,Distribution,D,Microeconomics,Factor Income Distribution,Distribution: Factor Income Distribution
D39,D3,Distribution,D,Microeconomics,Other,Distribution: Other
D40,D4,"Market Structure, Pricing, and Design",D,Microeconomics,General,"Market Structure, Pricing, and Design: General"
D41,D4,"Market Structure, Pricing, and Design",D,Microeconomics,Perfect Competition,"Market Structure, Pricing, and Design: Perfect Competition"
D42,D4,"Market Structure, Pricing, and Design",D,Microeconomics,Monopoly,"Market Structure, Pricing, and Design: Monopoly"
D43,D4,"Market Structure, Pricing, and Design",D,Microeconomics,Oligopoly and Other Forms of Market Imperfection,"Market Structure, Pricing, and Design: Oligopoly and Other Forms of Market Imperfection"
D44,D4,"Market Structure, Pricing, and Design",D,Microeconomics,Auctions,"Market Structure, Pricing, and Design: Auctions"
D45,D4,"Market Structure, Pricing, and Design",D,Microeconomics,Rationing; Licensing,"Market Structure, Pricing, and Design: Rationing; Licensing"
D46,D4,"Market Structure, Pricing, and Design",D,Microeconomics,Value Theory,"Market Structure, Pricing, and Design: Value Theory"
D47,D4,"Market Structure, Pricing, and Design",D,Microeconomics,Market Design,"Market Structure, Pricing, and Design: Market Design"
D49,D4,"Market Structure, Pricing, and Design",D,Microeconomics,Other,"Market Structure, Pricing, and Design: Other"
D50,D5,General Equilibrium and Disequilibrium,D,Microeconomics,General,General Equilibrium and Disequilibrium: General
D51,D5,General Equilibrium and Disequilibrium,D,Microeconomics,Exchange and Production Economies,General Equilibrium and Disequilibrium: Exchange and Production Economies
D52,D5,General Equilibrium and Disequilibrium,D,Microeconomics,Incomplete Markets,General Equilibrium and Disequilibrium: Incomplete Markets
D53,D5,General Equilibrium and Disequilibrium,D,Microeconomics,Financial Markets,General Equilibrium and Disequilibrium: Financial Markets
D57,D5,General Equilibrium and Disequilibrium,D,Microeconomics,Input–Output Tables and Analysis,General Equilibrium and Disequilibrium: Input–Output Tables and Analysis
D58,D5,General Equilibrium and Disequilibrium,D,Microeconomics,Computable and Other Applied General Equilibrium Models,General Equilibrium and Disequilibrium: Computable and Other Applied General Equilibrium Models
D59,D5,General Equilibrium and Disequilibrium,D,Microeconomics,Other,General Equilibrium and Disequilibrium: Other
D60,D6,Welfare Economics,D,Microeconomics,General,Welfare Economics: General
D61,D6,Welfare Economics,D,Microeconomics,Allocative Efficiency; Cost–Benefit Analysis,Welfare Economics: Allocative Efficiency; Cost–Benefit Analysis
D62,D6,Welfare Economics,D,Microeconomics,Externalities,Welfare Economics: Externalities
D63,D6,Welfare Economics,D,Microeconomics,"Equity, Justice, Inequality, and Other Normative Criteria and Measurement","Welfare Economics: Equity, Justice, Inequality, and Other Normative Criteria and Measurement"
D64,D6,Welfare Economics,D,Microeconomics,Altruism; Philanthropy; Intergenerational Transfers,Welfare Economics: Altruism; Philanthropy; Intergenerational Transfers
D69,D6,Welfare Economics,D,Microeconomics,Other,Welfare Economics: Other
D70,D7,Analysis of Collective Decision-Making,D,Microeconomics,General,Analysis of Collective Decision-Making: General
D71,D7,Analysis of Collective Decision-Making,D,Microeconomics,Social Choice; Clubs; Committees; Associations,Analysis of Collective Decision-Making: Social Choice; Clubs; Committees; Associations
D72,D7,Analysis of Collective Decision-Making,D,Microeconomics,"Political Processes: Rent-Seeking, Lobbying, Elections, Legislatures, and Voting Behavior","Analysis of Collective Decision-Making: Political Processes: Rent-Seeking, Lobbying, Elections, Legislatures, and Voting Behavior"
D73,D7,Analysis of Collective Decision-Making,D,Microeconomics,Bureaucracy; Administrative Processes in Public Organizations; Corruption,Analysis of Collective Decision-Making: Bureaucracy; Administrative Processes in Public Organizations; Corruption
D74,D7,Analysis of Collective Decision-Making,D,Microeconomics,Conflict; Conflict Resolution; Alliances; Revolutions,Analysis of Collective Decision-Making: Conflict; Conflict Resolution; Alliances; Revolutions
D78,D7,Analysis of Collective Decision-Making,D,Microeconomics,Positive Analysis of Policy Formulation and Implementation,Analysis of Collective Decision-Making: Positive Analysis of Policy Formulation and Implementation
D79,D7,Analysis of Collective Decision-Making,D,Microeconomics,Other,Analysis of Collective Decision-Making: Other
D80,D8,"Information, Knowledge, and Uncertainty",D,Microeconomics,General,"Information, Knowledge, and Uncertainty: General"
D81,D8,"Information, Knowledge, and Uncertainty",D,Microeconomics,Criteria for Decision-Making under Risk and Uncertainty,"Information, Knowledge, and Uncertainty: Criteria for Decision-Making under Risk and Uncertainty"
D82,D8,"Information, Knowledge, and Uncertainty",D,Microeconomics,Asymmetric and Private Information; Mechanism Design,"Information, Knowledge, and Uncertainty: Asymmetric and Private Information; Mechanism Design"
D83,D8,"Information, Knowledge, and Uncertainty",D,Microeconomics,Search; Learning; Information and Knowledge; Communication; Belief; Unawareness,"Information, Knowledge, and Uncertainty: Search; Learning; Information and Knowledge; Communication; Belief; Unawareness"
D84,D8,"Information, Knowledge, and Uncertainty",D,Microeconomics,Expectations; Speculations,"Information, Knowledge, and Uncertainty: Expectations; Speculations"
D85,D8,"Information, Knowledge, and Uncertainty",D,Microeconomics,Network Formation and Analysis: Theory,"Information, Knowledge, and Uncertainty: Network Formation and Analysis: Theory"
D86,D8,"Information, Knowledge, and Uncertainty",D,Microeconomics,Economics of Contract: Theory,"Information, Knowledge, and Uncertainty: Economics of Contract: Theory"
D87,D8,"Information, Knowledge, and Uncertainty",D,Microeconomics,Neuroeconomics,"Information, Knowledge, and Uncertainty: Neuroeconomics"
D89,D8,"Information, Knowledge, and Uncertainty",D,Microeconomics,Other,"Information, Knowledge, and Uncertainty: Other"
D90,D9,Micro-Based Behavioral Economics,D,Microeconomics,General,Micro-Based Behavioral Economics: General
D91,D9,Micro-Based Behavioral Economics,D,Microeconomics,"Role and Effects of Psychological, Emotional, Social, and Cognitive Factors on Decision Making","Micro-Based Behavioral Economics: Role and Effects of Psychological, Emotional, Social, and Cognitive Factors on Decision Making"
E00,E0,,E,Macroeconomics and Monetary Economics,General,General
E01,E0,,E,Macroeconomics and Monetary Economics,Measurement and Data on National Income and Product Accounts and Wealth; Environmental Accounts,Measurement and Data on National Income and Product Accounts and Wealth; Environmental Accounts
